Contract Ref,Exchange Contract No,Order Date,Order Time,Trade No,Trade Date,Trade Time,Settlement Date,Security,Action,Quantity,Total Amount (₹),Brokerage (₹),GST (₹),Net Amount (₹),Price/Share (₹),ISIN
ISEC/2020080/01411,1100000004543787,,10:45:00,26594681,28-04-2020,10:45,28-04-2020,ICICI BANK LTD.,Buy,20,7104.53,4.53,25.0,7075.0,353.75,INE090A01021
