isin,company,year,month,month_start,avg_close
INE081A01012,Tata Steel Ltd,2022,4,2022-04-01,130.92
INE081A01012,Tata Steel Ltd,2022,5,2022-05-01,114.01
INE081A01012,Tata Steel Ltd,2022,6,2022-06-01,136.36
INE081A01012,Tata Steel Ltd,2022,7,2022-07-01,92.0
INE081A01012,Tata Steel Ltd,2022,8,2022-08-01,108.51
INE081A01012,Tata Steel Ltd,2022,9,2022-09-01,104.34
INE081A01012,Tata Steel Ltd,2022,10,2022-10-01,101.12
INE081A01012,Tata Steel Ltd,2022,11,2022-11-01,105.42
INE081A01012,Tata Steel Ltd,2022,12,2022-12-01,110.69
INE081A01012,Tata Steel Ltd,2023,1,2023-01-01,119.47
INE081A01012,Tata Steel Ltd,2023,2,2023-02-01,112.26
INE081A01012,Tata Steel Ltd,2023,3,2023-03-01,105.52
INE081A01012,Tata Steel Ltd,2023,4,2023-04-01,106.75
INE081A01012,Tata Steel Ltd,2023,5,2023-05-01,107.42
INE081A01012,Tata Steel Ltd,2023,6,2023-06-01,111.18
INE081A01012,Tata Steel Ltd,2023,7,2023-07-01,116.35
INE081A01012,Tata Steel Ltd,2023,8,2023-08-01,118.85
INE081A01012,Tata Steel Ltd,2023,9,2023-09-01,129.42
INE081A01012,Tata Steel Ltd,2023,10,2023-10-01,124.0
INE081A01012,Tata Steel Ltd,2023,11,2023-11-01,122.73
INE081A01012,Tata Steel Ltd,2023,12,2023-12-01,133.0
INE081A01012,Tata Steel Ltd,2024,1,2024-01-01,134.6
INE081A01012,Tata Steel Ltd,2024,2,2024-02-01,141.75
INE081A01012,Tata Steel Ltd,2024,3,2024-03-01,150.48
INE081A01012,Tata Steel Ltd,2024,4,2024-04-01,163.84
INE081A01012,Tata Steel Ltd,2024,5,2024-05-01,168.45
INE081A01012,Tata Steel Ltd,2024,6,2024-06-01,176.88
INE081A01012,Tata Steel Ltd,2024,7,2024-07-01,167.11
INE081A01012,Tata Steel Ltd,2024,8,2024-08-01,152.95
INE081A01012,Tata Steel Ltd,2024,9,2024-09-01,154.64
INE081A01012,Tata Steel Ltd,2024,10,2024-10-01,155.78
INE081A01012,Tata Steel Ltd,2024,11,2024-11-01,144.83
INE081A01012,Tata Steel Ltd,2024,12,2024-12-01,144.9
INE081A01012,Tata Steel Ltd,2025,1,2025-01-01,130.66
INE081A01012,Tata Steel Ltd,2025,2,2025-02-01,135.23
INE081A01012,Tata Steel Ltd,2025,3,2025-03-01,152.16
INE081A01012,Tata Steel Ltd,2025,4,2025-04-01,139.75
INE081A01012,Tata Steel Ltd,2025,5,2025-05-01,154.43
INE081A01012,Tata Steel Ltd,2025,6,2025-06-01,155.79
INE081A01012,Tata Steel Ltd,2025,7,2025-07-01,161.4
INE081A01012,Tata Steel Ltd,2025,8,2025-08-01,158.14
INE081A01012,Tata Steel Ltd,2025,9,2025-09-01,168.84
INE081A01012,Tata Steel Ltd,2025,10,2025-10-01,174.84
INE081A01012,Tata Steel Ltd,2025,11,2025-11-01,174.18
INE081A01012,Tata Steel Ltd,2025,12,2025-12-01,169.05
INE081A01012,Tata Steel Ltd,2026,1,2026-01-01,184.7
INE081A01020,Tata Steel Ltd,2022,8,2022-08-01,108.51
INE081A01020,Tata Steel Ltd,2022,9,2022-09-01,104.34
INE081A01020,Tata Steel Ltd,2022,10,2022-10-01,101.12
INE081A01020,Tata Steel Ltd,2022,11,2022-11-01,105.42
INE081A01020,Tata Steel Ltd,2022,12,2022-12-01,110.69
INE081A01020,Tata Steel Ltd,2023,1,2023-01-01,119.47
INE081A01020,Tata Steel Ltd,2023,2,2023-02-01,112.26
INE081A01020,Tata Steel Ltd,2023,3,2023-03-01,105.52
INE081A01020,Tata Steel Ltd,2023,4,2023-04-01,106.75
INE081A01020,Tata Steel Ltd,2023,5,2023-05-01,107.42
INE081A01020,Tata Steel Ltd,2023,6,2023-06-01,111.18
INE081A01020,Tata Steel Ltd,2023,7,2023-07-01,116.35
INE081A01020,Tata Steel Ltd,2023,8,2023-08-01,118.85
INE081A01020,Tata Steel Ltd,2023,9,2023-09-01,129.42
INE081A01020,Tata Steel Ltd,2023,10,2023-10-01,124.0
INE081A01020,Tata Steel Ltd,2023,11,2023-11-01,122.73
INE081A01020,Tata Steel Ltd,2023,12,2023-12-01,133.0
INE081A01020,Tata Steel Ltd,2024,1,2024-01-01,134.6
INE081A01020,Tata Steel Ltd,2024,2,2024-02-01,141.75
INE081A01020,Tata Steel Ltd,2024,3,2024-03-01,150.48
INE081A01020,Tata Steel Ltd,2024,4,2024-04-01,163.84
INE081A01020,Tata Steel Ltd,2024,5,2024-05-01,168.45
INE081A01020,Tata Steel Ltd,2024,6,2024-06-01,176.88
INE081A01020,Tata Steel Ltd,2024,7,2024-07-01,167.11
INE081A01020,Tata Steel Ltd,2024,8,2024-08-01,152.95
INE081A01020,Tata Steel Ltd,2024,9,2024-09-01,154.64
INE081A01020,Tata Steel Ltd,2024,10,2024-10-01,155.78
INE081A01020,Tata Steel Ltd,2024,11,2024-11-01,144.83
INE081A01020,Tata Steel Ltd,2024,12,2024-12-01,144.9
INE081A01020,Tata Steel Ltd,2025,1,2025-01-01,130.66
INE081A01020,Tata Steel Ltd,2025,2,2025-02-01,135.23
INE081A01020,Tata Steel Ltd,2025,3,2025-03-01,152.16
INE081A01020,Tata Steel Ltd,2025,4,2025-04-01,139.75
INE081A01020,Tata Steel Ltd,2025,5,2025-05-01,154.43
INE081A01020,Tata Steel Ltd,2025,6,2025-06-01,155.79
INE081A01020,Tata Steel Ltd,2025,7,2025-07-01,161.4
INE081A01020,Tata Steel Ltd,2025,8,2025-08-01,158.14
INE081A01020,Tata Steel Ltd,2025,9,2025-09-01,168.84
INE081A01020,Tata Steel Ltd,2025,10,2025-10-01,174.84
INE081A01020,Tata Steel Ltd,2025,11,2025-11-01,174.18
INE081A01020,Tata Steel Ltd,2025,12,2025-12-01,169.05
INE081A01020,Tata Steel Ltd,2026,1,2026-01-01,184.7
INE090A01021,ICICI Bank Ltd,2020,4,2020-04-01,375.3
INE090A01021,ICICI Bank Ltd,2020,5,2020-05-01,320.24
INE090A01021,ICICI Bank Ltd,2020,6,2020-06-01,350.66
INE090A01021,ICICI Bank Ltd,2020,7,2020-07-01,361.7
INE090A01021,ICICI Bank Ltd,2020,8,2020-08-01,370.76
INE090A01021,ICICI Bank Ltd,2020,9,2020-09-01,366.42
INE090A01021,ICICI Bank Ltd,2020,10,2020-10-01,398.74
INE090A01021,ICICI Bank Ltd,2020,11,2020-11-01,468.64
INE090A01021,ICICI Bank Ltd,2020,12,2020-12-01,509.58
INE090A01021,ICICI Bank Ltd,2021,1,2021-01-01,540.73
INE090A01021,ICICI Bank Ltd,2021,2,2021-02-01,630.53
INE090A01021,ICICI Bank Ltd,2021,3,2021-03-01,597.98
INE090A01021,ICICI Bank Ltd,2021,4,2021-04-01,578.49
INE090A01021,ICICI Bank Ltd,2021,5,2021-05-01,623.92
INE090A01021,ICICI Bank Ltd,2021,6,2021-06-01,639.64
INE090A01021,ICICI Bank Ltd,2021,7,2021-07-01,659.17
INE090A01021,ICICI Bank Ltd,2021,8,2021-08-01,697.98
INE090A01021,ICICI Bank Ltd,2021,9,2021-09-01,716.49
INE090A01021,ICICI Bank Ltd,2021,10,2021-10-01,745.09
INE090A01021,ICICI Bank Ltd,2021,11,2021-11-01,765.01
INE090A01021,ICICI Bank Ltd,2021,12,2021-12-01,735.42
INE090A01021,ICICI Bank Ltd,2022,1,2022-01-01,801.39
INE090A01021,ICICI Bank Ltd,2022,2,2022-02-01,771.2
INE090A01021,ICICI Bank Ltd,2022,3,2022-03-01,700.42
INE090A01021,ICICI Bank Ltd,2022,4,2022-04-01,751.22
INE090A01021,ICICI Bank Ltd,2022,5,2022-05-01,715.79
INE090A01021,ICICI Bank Ltd,2022,6,2022-06-01,711.79
INE090A01021,ICICI Bank Ltd,2022,7,2022-07-01,766.78
INE090A01021,ICICI Bank Ltd,2022,8,2022-08-01,857.17
INE090A01021,ICICI Bank Ltd,2022,9,2022-09-01,888.55
INE090A01021,ICICI Bank Ltd,2022,10,2022-10-01,889.24
INE090A01021,ICICI Bank Ltd,2022,11,2022-11-01,919.33
INE090A01021,ICICI Bank Ltd,2022,12,2022-12-01,912.77
INE090A01021,ICICI Bank Ltd,2023,1,2023-01-01,866.73
INE090A01021,ICICI Bank Ltd,2023,2,2023-02-01,855.34
INE090A01021,ICICI Bank Ltd,2023,3,2023-03-01,850.03
INE090A01021,ICICI Bank Ltd,2023,4,2023-04-01,895.54
INE090A01021,ICICI Bank Ltd,2023,5,2023-05-01,940.77
INE090A01021,ICICI Bank Ltd,2023,6,2023-06-01,934.67
INE090A01021,ICICI Bank Ltd,2023,7,2023-07-01,971.18
INE090A01021,ICICI Bank Ltd,2023,8,2023-08-01,965.69
INE090A01021,ICICI Bank Ltd,2023,9,2023-09-01,968.6
INE090A01021,ICICI Bank Ltd,2023,10,2023-10-01,936.92
INE090A01021,ICICI Bank Ltd,2023,11,2023-11-01,932.36
INE090A01021,ICICI Bank Ltd,2023,12,2023-12-01,1005.92
INE090A01021,ICICI Bank Ltd,2024,1,2024-01-01,999.07
INE090A01021,ICICI Bank Ltd,2024,2,2024-02-01,1032.38
INE090A01021,ICICI Bank Ltd,2024,3,2024-03-01,1084.78
INE090A01021,ICICI Bank Ltd,2024,4,2024-04-01,1095.25
INE090A01021,ICICI Bank Ltd,2024,5,2024-05-01,1126.13
INE090A01021,ICICI Bank Ltd,2024,6,2024-06-01,1143.95
INE090A01021,ICICI Bank Ltd,2024,7,2024-07-01,1225.92
INE090A01021,ICICI Bank Ltd,2024,8,2024-08-01,1189.72
INE090A01021,ICICI Bank Ltd,2024,9,2024-09-01,1271.05
INE090A01021,ICICI Bank Ltd,2024,10,2024-10-01,1258.78
INE090A01021,ICICI Bank Ltd,2024,11,2024-11-01,1277.89
INE090A01021,ICICI Bank Ltd,2024,12,2024-12-01,1313.97
INE090A01021,ICICI Bank Ltd,2025,1,2025-01-01,1244.21
INE090A01021,ICICI Bank Ltd,2025,2,2025-02-01,1247.88
INE090A01021,ICICI Bank Ltd,2025,3,2025-03-01,1278.88
INE090A01021,ICICI Bank Ltd,2025,4,2025-04-01,1366.92
INE090A01021,ICICI Bank Ltd,2025,5,2025-05-01,1440.49
INE090A01021,ICICI Bank Ltd,2025,6,2025-06-01,1432.48
INE090A01021,ICICI Bank Ltd,2025,7,2025-07-01,1449.38
INE090A01021,ICICI Bank Ltd,2025,8,2025-08-01,1433.49
INE090A01021,ICICI Bank Ltd,2025,9,2025-09-01,1397.01
INE090A01021,ICICI Bank Ltd,2025,10,2025-10-01,1378.65
INE090A01021,ICICI Bank Ltd,2025,11,2025-11-01,1365.32
INE090A01021,ICICI Bank Ltd,2025,12,2025-12-01,1366.05
INE090A01021,ICICI Bank Ltd,2026,1,2026-01-01,1388.54
INE092T01019,IDFC First Bank Ltd,2022,9,2022-09-01,48.89
INE092T01019,IDFC First Bank Ltd,2022,10,2022-10-01,55.13
INE092T01019,IDFC First Bank Ltd,2022,11,2022-11-01,57.11
INE092T01019,IDFC First Bank Ltd,2022,12,2022-12-01,59.04
INE092T01019,IDFC First Bank Ltd,2023,1,2023-01-01,59.25
INE092T01019,IDFC First Bank Ltd,2023,2,2023-02-01,56.83
INE092T01019,IDFC First Bank Ltd,2023,3,2023-03-01,55.3
INE092T01019,IDFC First Bank Ltd,2023,4,2023-04-01,56.46
INE092T01019,IDFC First Bank Ltd,2023,5,2023-05-01,66.5
INE092T01019,IDFC First Bank Ltd,2023,6,2023-06-01,76.79
INE092T01019,IDFC First Bank Ltd,2023,7,2023-07-01,82.14
INE092T01019,IDFC First Bank Ltd,2023,8,2023-08-01,89.52
INE092T01019,IDFC First Bank Ltd,2023,9,2023-09-01,95.17
INE092T01019,IDFC First Bank Ltd,2023,10,2023-10-01,89.34
INE092T01019,IDFC First Bank Ltd,2023,11,2023-11-01,84.58
INE092T01019,IDFC First Bank Ltd,2023,12,2023-12-01,88.38
INE092T01019,IDFC First Bank Ltd,2024,1,2024-01-01,85.18
INE092T01019,IDFC First Bank Ltd,2024,2,2024-02-01,81.95
INE092T01019,IDFC First Bank Ltd,2024,3,2024-03-01,79.11
INE092T01019,IDFC First Bank Ltd,2024,4,2024-04-01,82.08
INE092T01019,IDFC First Bank Ltd,2024,5,2024-05-01,77.8
INE092T01019,IDFC First Bank Ltd,2024,6,2024-06-01,79.74
INE092T01019,IDFC First Bank Ltd,2024,7,2024-07-01,77.85
INE092T01019,IDFC First Bank Ltd,2024,8,2024-08-01,73.11
INE092T01019,IDFC First Bank Ltd,2024,9,2024-09-01,73.62
INE092T01019,IDFC First Bank Ltd,2024,10,2024-10-01,70.46
INE092T01019,IDFC First Bank Ltd,2024,11,2024-11-01,65.14
INE092T01019,IDFC First Bank Ltd,2024,12,2024-12-01,64.16
INE092T01019,IDFC First Bank Ltd,2025,1,2025-01-01,62.07
INE092T01019,IDFC First Bank Ltd,2025,2,2025-02-01,61.28
INE092T01019,IDFC First Bank Ltd,2025,3,2025-03-01,56.13
INE092T01019,IDFC First Bank Ltd,2025,4,2025-04-01,62.56
INE092T01019,IDFC First Bank Ltd,2025,5,2025-05-01,67.6
INE092T01019,IDFC First Bank Ltd,2025,6,2025-06-01,70.56
INE092T01019,IDFC First Bank Ltd,2025,7,2025-07-01,74.1
INE092T01019,IDFC First Bank Ltd,2025,8,2025-08-01,69.37
INE092T01019,IDFC First Bank Ltd,2025,9,2025-09-01,71.13
INE092T01019,IDFC First Bank Ltd,2025,10,2025-10-01,74.87
INE092T01019,IDFC First Bank Ltd,2025,11,2025-11-01,80.27
INE092T01019,IDFC First Bank Ltd,2025,12,2025-12-01,82.8
INE092T01019,IDFC First Bank Ltd,2026,1,2026-01-01,84.14
INE0KL801015,DCX System Ltd,2024,8,2024-08-01,338.56
INE0KL801015,DCX System Ltd,2024,9,2024-09-01,336.84
INE0KL801015,DCX System Ltd,2024,10,2024-10-01,315.88
INE0KL801015,DCX System Ltd,2024,11,2024-11-01,330.16
INE0KL801015,DCX System Ltd,2024,12,2024-12-01,332.3
INE0KL801015,DCX System Ltd,2025,1,2025-01-01,352.56
INE0KL801015,DCX System Ltd,2025,2,2025-02-01,282.04
INE0KL801015,DCX System Ltd,2025,3,2025-03-01,234.46
INE0KL801015,DCX System Ltd,2025,4,2025-04-01,254.88
INE0KL801015,DCX System Ltd,2025,5,2025-05-01,313.03
INE0KL801015,DCX System Ltd,2025,6,2025-06-01,297.63
INE0KL801015,DCX System Ltd,2025,7,2025-07-01,275.13
INE0KL801015,DCX System Ltd,2025,8,2025-08-01,256.41
INE0KL801015,DCX System Ltd,2025,9,2025-09-01,266.7
INE0KL801015,DCX System Ltd,2025,10,2025-10-01,234.4
INE0KL801015,DCX System Ltd,2025,11,2025-11-01,201.36
INE0KL801015,DCX System Ltd,2025,12,2025-12-01,176.91
INE0KL801015,DCX System Ltd,2026,1,2026-01-01,179.64
INE0LXG01040,OLA Electric Mobility Ltd,2024,8,2024-08-01,124.9
INE0LXG01040,OLA Electric Mobility Ltd,2024,9,2024-09-01,110.33
INE0LXG01040,OLA Electric Mobility Ltd,2024,10,2024-10-01,87.32
INE0LXG01040,OLA Electric Mobility Ltd,2024,11,2024-11-01,75.54
INE0LXG01040,OLA Electric Mobility Ltd,2024,12,2024-12-01,94.08
INE0LXG01040,OLA Electric Mobility Ltd,2025,1,2025-01-01,74.67
INE0LXG01040,OLA Electric Mobility Ltd,2025,2,2025-02-01,64.94
INE0LXG01040,OLA Electric Mobility Ltd,2025,3,2025-03-01,53.59
INE0LXG01040,OLA Electric Mobility Ltd,2025,4,2025-04-01,51.32
INE0LXG01040,OLA Electric Mobility Ltd,2025,5,2025-05-01,50.73
INE0LXG01040,OLA Electric Mobility Ltd,2025,6,2025-06-01,46.77
INE0LXG01040,OLA Electric Mobility Ltd,2025,7,2025-07-01,41.7
INE0LXG01040,OLA Electric Mobility Ltd,2025,8,2025-08-01,44.63
INE0LXG01040,OLA Electric Mobility Ltd,2025,9,2025-09-01,59.24
INE0LXG01040,OLA Electric Mobility Ltd,2025,10,2025-10-01,52.51
INE0LXG01040,OLA Electric Mobility Ltd,2025,11,2025-11-01,43.42
INE0LXG01040,OLA Electric Mobility Ltd,2025,12,2025-12-01,35.75
INE0LXG01040,OLA Electric Mobility Ltd,2026,1,2026-01-01,38.03
INE114A01011,Steel Authority of India Ltd (SAIL),2015,6,2015-06-01,62.17
INE114A01011,Steel Authority of India Ltd (SAIL),2015,7,2015-07-01,59.35
INE114A01011,Steel Authority of India Ltd (SAIL),2015,8,2015-08-01,55.89
INE114A01011,Steel Authority of India Ltd (SAIL),2015,9,2015-09-01,50.5
INE114A01011,Steel Authority of India Ltd (SAIL),2015,10,2015-10-01,54.84
INE114A01011,Steel Authority of India Ltd (SAIL),2015,11,2015-11-01,46.19
INE114A01011,Steel Authority of India Ltd (SAIL),2015,12,2015-12-01,46.78
INE114A01011,Steel Authority of India Ltd (SAIL),2016,1,2016-01-01,44.91
INE114A01011,Steel Authority of India Ltd (SAIL),2016,2,2016-02-01,37.08
INE114A01011,Steel Authority of India Ltd (SAIL),2016,3,2016-03-01,42.01
INE114A01011,Steel Authority of India Ltd (SAIL),2016,4,2016-04-01,44.67
INE114A01011,Steel Authority of India Ltd (SAIL),2016,5,2016-05-01,41.92
INE114A01011,Steel Authority of India Ltd (SAIL),2016,6,2016-06-01,43.59
INE114A01011,Steel Authority of India Ltd (SAIL),2016,7,2016-07-01,48.0
INE114A01011,Steel Authority of India Ltd (SAIL),2016,8,2016-08-01,47.73
INE114A01011,Steel Authority of India Ltd (SAIL),2016,9,2016-09-01,48.34
INE114A01011,Steel Authority of India Ltd (SAIL),2016,10,2016-10-01,49.39
INE114A01011,Steel Authority of India Ltd (SAIL),2016,11,2016-11-01,50.32
INE114A01011,Steel Authority of India Ltd (SAIL),2016,12,2016-12-01,51.22
INE114A01011,Steel Authority of India Ltd (SAIL),2017,1,2017-01-01,57.37
INE114A01011,Steel Authority of India Ltd (SAIL),2017,2,2017-02-01,62.74
INE114A01011,Steel Authority of India Ltd (SAIL),2017,3,2017-03-01,61.49
INE114A01011,Steel Authority of India Ltd (SAIL),2017,4,2017-04-01,62.51
INE114A01011,Steel Authority of India Ltd (SAIL),2017,5,2017-05-01,59.94
INE114A01011,Steel Authority of India Ltd (SAIL),2017,6,2017-06-01,57.19
INE114A01011,Steel Authority of India Ltd (SAIL),2017,7,2017-07-01,62.0
INE114A01011,Steel Authority of India Ltd (SAIL),2017,8,2017-08-01,60.56
INE114A01011,Steel Authority of India Ltd (SAIL),2017,9,2017-09-01,60.35
INE114A01011,Steel Authority of India Ltd (SAIL),2017,10,2017-10-01,61.95
INE114A01011,Steel Authority of India Ltd (SAIL),2017,11,2017-11-01,80.27
INE114A01011,Steel Authority of India Ltd (SAIL),2017,12,2017-12-01,82.62
INE114A01011,Steel Authority of India Ltd (SAIL),2018,1,2018-01-01,95.09
INE114A01011,Steel Authority of India Ltd (SAIL),2018,2,2018-02-01,87.21
INE114A01011,Steel Authority of India Ltd (SAIL),2018,3,2018-03-01,73.08
INE114A01011,Steel Authority of India Ltd (SAIL),2018,4,2018-04-01,76.68
INE114A01011,Steel Authority of India Ltd (SAIL),2018,5,2018-05-01,73.79
INE114A01011,Steel Authority of India Ltd (SAIL),2018,6,2018-06-01,82.49
INE114A01011,Steel Authority of India Ltd (SAIL),2018,7,2018-07-01,76.04
INE114A01011,Steel Authority of India Ltd (SAIL),2018,8,2018-08-01,78.05
INE114A01011,Steel Authority of India Ltd (SAIL),2018,9,2018-09-01,75.86
INE114A01011,Steel Authority of India Ltd (SAIL),2018,10,2018-10-01,65.66
INE114A01011,Steel Authority of India Ltd (SAIL),2018,11,2018-11-01,62.73
INE114A01011,Steel Authority of India Ltd (SAIL),2018,12,2018-12-01,52.92
INE114A01011,Steel Authority of India Ltd (SAIL),2019,1,2019-01-01,50.43
INE114A01011,Steel Authority of India Ltd (SAIL),2019,2,2019-02-01,46.9
INE114A01011,Steel Authority of India Ltd (SAIL),2019,3,2019-03-01,52.89
INE114A01011,Steel Authority of India Ltd (SAIL),2019,4,2019-04-01,57.23
INE114A01011,Steel Authority of India Ltd (SAIL),2019,5,2019-05-01,51.43
INE114A01011,Steel Authority of India Ltd (SAIL),2019,6,2019-06-01,49.82
INE114A01011,Steel Authority of India Ltd (SAIL),2019,7,2019-07-01,46.57
INE114A01011,Steel Authority of India Ltd (SAIL),2019,8,2019-08-01,35.61
INE114A01011,Steel Authority of India Ltd (SAIL),2019,9,2019-09-01,33.26
INE114A01011,Steel Authority of India Ltd (SAIL),2019,10,2019-10-01,33.91
INE114A01011,Steel Authority of India Ltd (SAIL),2019,11,2019-11-01,38.54
INE114A01011,Steel Authority of India Ltd (SAIL),2019,12,2019-12-01,40.32
INE114A01011,Steel Authority of India Ltd (SAIL),2020,1,2020-01-01,48.5
INE114A01011,Steel Authority of India Ltd (SAIL),2020,2,2020-02-01,43.39
INE114A01011,Steel Authority of India Ltd (SAIL),2020,3,2020-03-01,27.29
INE114A01011,Steel Authority of India Ltd (SAIL),2020,4,2020-04-01,26.55
INE114A01011,Steel Authority of India Ltd (SAIL),2020,5,2020-05-01,28.44
INE114A01011,Steel Authority of India Ltd (SAIL),2020,6,2020-06-01,30.78
INE114A01011,Steel Authority of India Ltd (SAIL),2020,7,2020-07-01,34.27
INE114A01011,Steel Authority of India Ltd (SAIL),2020,8,2020-08-01,39.24
INE114A01011,Steel Authority of India Ltd (SAIL),2020,9,2020-09-01,37.77
INE114A01011,Steel Authority of India Ltd (SAIL),2020,10,2020-10-01,34.29
INE114A01011,Steel Authority of India Ltd (SAIL),2020,11,2020-11-01,39.98
INE114A01011,Steel Authority of India Ltd (SAIL),2020,12,2020-12-01,58.46
INE114A01011,Steel Authority of India Ltd (SAIL),2021,1,2021-01-01,68.9
INE114A01011,Steel Authority of India Ltd (SAIL),2021,2,2021-02-01,66.66
INE114A01011,Steel Authority of India Ltd (SAIL),2021,3,2021-03-01,74.62
INE114A01011,Steel Authority of India Ltd (SAIL),2021,4,2021-04-01,95.01
INE114A01011,Steel Authority of India Ltd (SAIL),2021,5,2021-05-01,129.38
INE114A01011,Steel Authority of India Ltd (SAIL),2021,6,2021-06-01,127.63
INE114A01011,Steel Authority of India Ltd (SAIL),2021,7,2021-07-01,127.82
INE114A01011,Steel Authority of India Ltd (SAIL),2021,8,2021-08-01,128.86
INE114A01011,Steel Authority of India Ltd (SAIL),2021,9,2021-09-01,116.09
INE114A01011,Steel Authority of India Ltd (SAIL),2021,10,2021-10-01,118.47
INE114A01011,Steel Authority of India Ltd (SAIL),2021,11,2021-11-01,114.62
INE114A01011,Steel Authority of India Ltd (SAIL),2021,12,2021-12-01,109.07
INE114A01011,Steel Authority of India Ltd (SAIL),2022,1,2022-01-01,105.3
INE114A01011,Steel Authority of India Ltd (SAIL),2022,2,2022-02-01,98.62
INE114A01011,Steel Authority of India Ltd (SAIL),2022,3,2022-03-01,99.01
INE114A01011,Steel Authority of India Ltd (SAIL),2022,4,2022-04-01,103.7
INE114A01011,Steel Authority of India Ltd (SAIL),2022,5,2022-05-01,82.21
INE114A01011,Steel Authority of India Ltd (SAIL),2022,6,2022-06-01,71.26
INE114A01011,Steel Authority of India Ltd (SAIL),2022,7,2022-07-01,72.6
INE114A01011,Steel Authority of India Ltd (SAIL),2022,8,2022-08-01,79.75
INE114A01011,Steel Authority of India Ltd (SAIL),2022,9,2022-09-01,79.75
INE114A01011,Steel Authority of India Ltd (SAIL),2022,10,2022-10-01,79.33
INE114A01011,Steel Authority of India Ltd (SAIL),2022,11,2022-11-01,83.27
INE114A01011,Steel Authority of India Ltd (SAIL),2022,12,2022-12-01,82.91
INE114A01011,Steel Authority of India Ltd (SAIL),2023,1,2023-01-01,88.83
INE114A01011,Steel Authority of India Ltd (SAIL),2023,2,2023-02-01,85.02
INE114A01011,Steel Authority of India Ltd (SAIL),2023,3,2023-03-01,85.72
INE114A01011,Steel Authority of India Ltd (SAIL),2023,4,2023-04-01,82.33
INE114A01011,Steel Authority of India Ltd (SAIL),2023,5,2023-05-01,83.43
INE114A01011,Steel Authority of India Ltd (SAIL),2023,6,2023-06-01,84.46
INE114A01011,Steel Authority of India Ltd (SAIL),2023,7,2023-07-01,90.29
INE114A01011,Steel Authority of India Ltd (SAIL),2023,8,2023-08-01,89.44
INE114A01011,Steel Authority of India Ltd (SAIL),2023,9,2023-09-01,96.46
INE114A01011,Steel Authority of India Ltd (SAIL),2023,10,2023-10-01,87.25
INE114A01011,Steel Authority of India Ltd (SAIL),2023,11,2023-11-01,88.26
INE114A01011,Steel Authority of India Ltd (SAIL),2023,12,2023-12-01,106.74
INE114A01011,Steel Authority of India Ltd (SAIL),2024,1,2024-01-01,116.87
INE114A01011,Steel Authority of India Ltd (SAIL),2024,2,2024-02-01,128.8
INE114A01011,Steel Authority of India Ltd (SAIL),2024,3,2024-03-01,130.78
INE114A01011,Steel Authority of India Ltd (SAIL),2024,4,2024-04-01,152.63
INE114A01011,Steel Authority of India Ltd (SAIL),2024,5,2024-05-01,163.54
INE114A01011,Steel Authority of India Ltd (SAIL),2024,6,2024-06-01,149.77
INE114A01011,Steel Authority of India Ltd (SAIL),2024,7,2024-07-01,149.22
INE114A01011,Steel Authority of India Ltd (SAIL),2024,8,2024-08-01,134.81
INE114A01011,Steel Authority of India Ltd (SAIL),2024,9,2024-09-01,131.87
INE114A01011,Steel Authority of India Ltd (SAIL),2024,10,2024-10-01,126.55
INE114A01011,Steel Authority of India Ltd (SAIL),2024,11,2024-11-01,115.58
INE114A01011,Steel Authority of India Ltd (SAIL),2024,12,2024-12-01,121.05
INE114A01011,Steel Authority of India Ltd (SAIL),2025,1,2025-01-01,107.93
INE114A01011,Steel Authority of India Ltd (SAIL),2025,2,2025-02-01,106.64
INE114A01011,Steel Authority of India Ltd (SAIL),2025,3,2025-03-01,111.01
INE114A01011,Steel Authority of India Ltd (SAIL),2025,4,2025-04-01,113.65
INE114A01011,Steel Authority of India Ltd (SAIL),2025,5,2025-05-01,120.92
INE114A01011,Steel Authority of India Ltd (SAIL),2025,6,2025-06-01,130.41
INE114A01011,Steel Authority of India Ltd (SAIL),2025,7,2025-07-01,133.08
INE114A01011,Steel Authority of India Ltd (SAIL),2025,8,2025-08-01,122.23
INE114A01011,Steel Authority of India Ltd (SAIL),2025,9,2025-09-01,131.64
INE114A01011,Steel Authority of India Ltd (SAIL),2025,10,2025-10-01,132.5
INE114A01011,Steel Authority of India Ltd (SAIL),2025,11,2025-11-01,138.89
INE114A01011,Steel Authority of India Ltd (SAIL),2025,12,2025-12-01,132.15
INE114A01011,Steel Authority of India Ltd (SAIL),2026,1,2026-01-01,148.55
INE129A01019,GAIL (INDIA) Ltd,2024,8,2024-08-01,234.57
INE129A01019,GAIL (INDIA) Ltd,2024,9,2024-09-01,223.66
INE129A01019,GAIL (INDIA) Ltd,2024,10,2024-10-01,220.42
INE129A01019,GAIL (INDIA) Ltd,2024,11,2024-11-01,196.27
INE129A01019,GAIL (INDIA) Ltd,2024,12,2024-12-01,200.07
INE129A01019,GAIL (INDIA) Ltd,2025,1,2025-01-01,179.21
INE129A01019,GAIL (INDIA) Ltd,2025,2,2025-02-01,166.55
INE129A01019,GAIL (INDIA) Ltd,2025,3,2025-03-01,165.34
INE129A01019,GAIL (INDIA) Ltd,2025,4,2025-04-01,183.87
INE129A01019,GAIL (INDIA) Ltd,2025,5,2025-05-01,189.01
INE129A01019,GAIL (INDIA) Ltd,2025,6,2025-06-01,189.56
INE129A01019,GAIL (INDIA) Ltd,2025,7,2025-07-01,185.91
